"Step","05072025_yolov11n_histEQ - train/box_loss","05072025_yolov11n_histEQ - train/box_loss__MIN","05072025_yolov11n_histEQ - train/box_loss__MAX","05072025_yolov11s_histEQ2 - train/box_loss","05072025_yolov11s_histEQ2 - train/box_loss__MIN","05072025_yolov11s_histEQ2 - train/box_loss__MAX","05072025_yolov11l_histEQ3 - train/box_loss","05072025_yolov11l_histEQ3 - train/box_loss__MIN","05072025_yolov11l_histEQ3 - train/box_loss__MAX","04072025_yolov11m_histEQ - train/box_loss","04072025_yolov11m_histEQ - train/box_loss__MIN","04072025_yolov11m_histEQ - train/box_loss__MAX"
"404","0.50622","0.50622","0.50622","0.58396","0.58396","0.58396","0.6554","0.6554","0.6554","0.62637","0.62637","0.62637"
"405","0.51193","0.51193","0.51193","0.57131","0.57131","0.57131","0.65375","0.65375","0.65375","0.61072","0.61072","0.61072"
"406","0.51987","0.51987","0.51987","0.58726","0.58726","0.58726","0.65831","0.65831","0.65831","0.64233","0.64233","0.64233"
"407","0.50311","0.50311","0.50311","0.5681","0.5681","0.5681","0.62272","0.62272","0.62272","0.65286","0.65286","0.65286"
"408","0.5026","0.5026","0.5026","0.56929","0.56929","0.56929","0.63255","0.63255","0.63255","0.61886","0.61886","0.61886"
"409","0.51704","0.51704","0.51704","0.57347","0.57347","0.57347","0.63704","0.63704","0.63704","0.60797","0.60797","0.60797"
"410","0.50121","0.50121","0.50121","0.55594","0.55594","0.55594","0.64997","0.64997","0.64997","0.61423","0.61423","0.61423"
"411","0.53092","0.53092","0.53092","0.5787","0.5787","0.5787","0.62971","0.62971","0.62971","0.60415","0.60415","0.60415"
"412","0.51194","0.51194","0.51194","0.58049","0.58049","0.58049","0.64624","0.64624","0.64624","0.64018","0.64018","0.64018"
"413","0.51737","0.51737","0.51737","0.56968","0.56968","0.56968","0.64846","0.64846","0.64846","0.59164","0.59164","0.59164"
"414","0.51547","0.51547","0.51547","0.56394","0.56394","0.56394","0.65012","0.65012","0.65012","0.6163","0.6163","0.6163"
"415","0.50238","0.50238","0.50238","0.57554","0.57554","0.57554","0.63104","0.63104","0.63104","0.6202","0.6202","0.6202"
"416","0.51072","0.51072","0.51072","0.58249","0.58249","0.58249","0.63765","0.63765","0.63765","0.61783","0.61783","0.61783"
"417","0.51286","0.51286","0.51286","0.56517","0.56517","0.56517","0.62034","0.62034","0.62034","0.60142","0.60142","0.60142"
"418","0.50338","0.50338","0.50338","0.566","0.566","0.566","0.64222","0.64222","0.64222","0.60348","0.60348","0.60348"
"419","0.49849","0.49849","0.49849","0.55649","0.55649","0.55649","0.62113","0.62113","0.62113","0.60044","0.60044","0.60044"
"420","0.51265","0.51265","0.51265","0.56914","0.56914","0.56914","0.63484","0.63484","0.63484","0.61633","0.61633","0.61633"
"421","0.51021","0.51021","0.51021","0.57625","0.57625","0.57625","0.61485","0.61485","0.61485","0.63056","0.63056","0.63056"
"422","0.4797","0.4797","0.4797","0.54449","0.54449","0.54449","0.6232","0.6232","0.6232","0.6367","0.6367","0.6367"
"423","0.49081","0.49081","0.49081","0.54627","0.54627","0.54627","0.63086","0.63086","0.63086","0.61565","0.61565","0.61565"
"424","0.48932","0.48932","0.48932","0.5447","0.5447","0.5447","0.60386","0.60386","0.60386","0.61442","0.61442","0.61442"
"425","0.4976","0.4976","0.4976","0.56206","0.56206","0.56206","0.6163","0.6163","0.6163","0.61868","0.61868","0.61868"
"426","0.49778","0.49778","0.49778","0.53596","0.53596","0.53596","0.62604","0.62604","0.62604","0.60345","0.60345","0.60345"
"427","0.49157","0.49157","0.49157","0.55328","0.55328","0.55328","0.6398","0.6398","0.6398","0.60105","0.60105","0.60105"
"428","0.49887","0.49887","0.49887","0.55932","0.55932","0.55932","0.60326","0.60326","0.60326","0.62205","0.62205","0.62205"
"429","0.49456","0.49456","0.49456","0.55604","0.55604","0.55604","0.60817","0.60817","0.60817","0.61346","0.61346","0.61346"
"430","0.49414","0.49414","0.49414","0.55","0.55","0.55","0.63448","0.63448","0.63448","0.60605","0.60605","0.60605"
"431","0.48939","0.48939","0.48939","0.54665","0.54665","0.54665","0.60391","0.60391","0.60391","0.60667","0.60667","0.60667"
"432","0.4941","0.4941","0.4941","0.55508","0.55508","0.55508","0.61508","0.61508","0.61508","0.6109","0.6109","0.6109"
"433","0.48819","0.48819","0.48819","0.5506","0.5506","0.5506","0.62209","0.62209","0.62209","0.59529","0.59529","0.59529"
"434","0.496","0.496","0.496","0.54939","0.54939","0.54939","0.60581","0.60581","0.60581","0.58793","0.58793","0.58793"
"435","0.48947","0.48947","0.48947","0.55052","0.55052","0.55052","0.62724","0.62724","0.62724","0.59533","0.59533","0.59533"
"436","0.48558","0.48558","0.48558","0.53447","0.53447","0.53447","0.60024","0.60024","0.60024","0.60954","0.60954","0.60954"
"437","0.47714","0.47714","0.47714","0.52662","0.52662","0.52662","0.59553","0.59553","0.59553","0.60945","0.60945","0.60945"
"438","0.49472","0.49472","0.49472","0.54926","0.54926","0.54926","0.62539","0.62539","0.62539","0.5954","0.5954","0.5954"
"439","0.48177","0.48177","0.48177","0.5468","0.5468","0.5468","0.61057","0.61057","0.61057","0.59076","0.59076","0.59076"
"440","0.49774","0.49774","0.49774","0.5577","0.5577","0.5577","0.59972","0.59972","0.59972","0.58433","0.58433","0.58433"
"441","0.47838","0.47838","0.47838","0.53906","0.53906","0.53906","0.59314","0.59314","0.59314","0.6016","0.6016","0.6016"
"442","0.47456","0.47456","0.47456","0.54224","0.54224","0.54224","0.60374","0.60374","0.60374","0.61165","0.61165","0.61165"
"443","0.4829","0.4829","0.4829","0.53548","0.53548","0.53548","0.60109","0.60109","0.60109","0.61507","0.61507","0.61507"
"444","0.4767","0.4767","0.4767","0.53293","0.53293","0.53293","0.60131","0.60131","0.60131","0.58386","0.58386","0.58386"
"445","0.48278","0.48278","0.48278","0.53665","0.53665","0.53665","0.59984","0.59984","0.59984","0.59319","0.59319","0.59319"
"446","0.46247","0.46247","0.46247","0.51743","0.51743","0.51743","0.60434","0.60434","0.60434","0.59079","0.59079","0.59079"
"447","0.48065","0.48065","0.48065","0.53126","0.53126","0.53126","0.6073","0.6073","0.6073","0.59308","0.59308","0.59308"
"448","0.47138","0.47138","0.47138","0.53328","0.53328","0.53328","0.60909","0.60909","0.60909","0.58856","0.58856","0.58856"
"449","0.46662","0.46662","0.46662","0.5211","0.5211","0.5211","0.59908","0.59908","0.59908","0.60457","0.60457","0.60457"
"450","0.47176","0.47176","0.47176","0.53195","0.53195","0.53195","0.60338","0.60338","0.60338","0.58983","0.58983","0.58983"
"451","","","","0.52477","0.52477","0.52477","0.61053","0.61053","0.61053","0.6016","0.6016","0.6016"
"452","","","","0.54191","0.54191","0.54191","0.61325","0.61325","0.61325","0.60338","0.60338","0.60338"
"453","","","","0.53748","0.53748","0.53748","0.59881","0.59881","0.59881","0.58364","0.58364","0.58364"
"454","","","","0.51419","0.51419","0.51419","0.58251","0.58251","0.58251","0.58974","0.58974","0.58974"
"455","","","","0.50525","0.50525","0.50525","0.58928","0.58928","0.58928","0.59791","0.59791","0.59791"
"456","","","","0.52634","0.52634","0.52634","0.59906","0.59906","0.59906","0.58356","0.58356","0.58356"
"457","","","","0.52095","0.52095","0.52095","0.59054","0.59054","0.59054","0.57653","0.57653","0.57653"
"458","","","","0.50785","0.50785","0.50785","0.59643","0.59643","0.59643","0.59677","0.59677","0.59677"
"459","","","","0.53483","0.53483","0.53483","0.59284","0.59284","0.59284","0.56244","0.56244","0.56244"
"460","","","","0.51842","0.51842","0.51842","0.58208","0.58208","0.58208","0.55813","0.55813","0.55813"
"461","","","","0.51555","0.51555","0.51555","0.59256","0.59256","0.59256","0.58085","0.58085","0.58085"
"462","","","","0.50831","0.50831","0.50831","0.59292","0.59292","0.59292","0.57355","0.57355","0.57355"
"463","","","","0.52308","0.52308","0.52308","0.58345","0.58345","0.58345","0.59495","0.59495","0.59495"
"464","","","","0.51267","0.51267","0.51267","0.59813","0.59813","0.59813","0.58736","0.58736","0.58736"
"465","","","","0.51774","0.51774","0.51774","0.59701","0.59701","0.59701","0.56329","0.56329","0.56329"
"466","","","","0.49975","0.49975","0.49975","0.58251","0.58251","0.58251","0.57988","0.57988","0.57988"
"467","","","","0.49349","0.49349","0.49349","0.56326","0.56326","0.56326","0.55276","0.55276","0.55276"
"468","","","","0.51986","0.51986","0.51986","0.5762","0.5762","0.5762","0.56801","0.56801","0.56801"
"469","","","","0.51488","0.51488","0.51488","0.58112","0.58112","0.58112","0.55826","0.55826","0.55826"
"470","","","","0.50904","0.50904","0.50904","0.58415","0.58415","0.58415","0.57256","0.57256","0.57256"
"471","","","","0.51742","0.51742","0.51742","0.59224","0.59224","0.59224","0.55587","0.55587","0.55587"
"472","","","","0.52199","0.52199","0.52199","0.56663","0.56663","0.56663","0.55652","0.55652","0.55652"
"473","","","","0.51614","0.51614","0.51614","0.57601","0.57601","0.57601","0.56406","0.56406","0.56406"
"474","","","","0.48988","0.48988","0.48988","0.56312","0.56312","0.56312","0.55971","0.55971","0.55971"
"475","","","","0.50836","0.50836","0.50836","0.56522","0.56522","0.56522","0.5458","0.5458","0.5458"
"476","","","","0.4796","0.4796","0.4796","0.56532","0.56532","0.56532","0.53149","0.53149","0.53149"
"477","","","","0.49456","0.49456","0.49456","0.55744","0.55744","0.55744","0.55209","0.55209","0.55209"
"478","","","","0.5121","0.5121","0.5121","0.56931","0.56931","0.56931","0.57435","0.57435","0.57435"
"479","","","","0.48777","0.48777","0.48777","0.56005","0.56005","0.56005","0.55893","0.55893","0.55893"
"480","","","","0.50988","0.50988","0.50988","0.56558","0.56558","0.56558","0.5491","0.5491","0.5491"
"481","","","","0.49379","0.49379","0.49379","0.56393","0.56393","0.56393","0.54646","0.54646","0.54646"
"482","","","","0.50416","0.50416","0.50416","0.55218","0.55218","0.55218","0.5665","0.5665","0.5665"
"483","","","","0.49007","0.49007","0.49007","0.56286","0.56286","0.56286","0.56165","0.56165","0.56165"
"484","","","","0.51107","0.51107","0.51107","0.54262","0.54262","0.54262","0.55184","0.55184","0.55184"
"485","","","","0.48931","0.48931","0.48931","0.54662","0.54662","0.54662","0.54483","0.54483","0.54483"
"486","","","","0.48982","0.48982","0.48982","0.55761","0.55761","0.55761","0.526","0.526","0.526"
"487","","","","0.49703","0.49703","0.49703","0.55643","0.55643","0.55643","0.53977","0.53977","0.53977"
"488","","","","0.50547","0.50547","0.50547","0.5521","0.5521","0.5521","0.56262","0.56262","0.56262"
"489","","","","0.49731","0.49731","0.49731","0.53843","0.53843","0.53843","0.53896","0.53896","0.53896"
"490","","","","0.4905","0.4905","0.4905","0.54183","0.54183","0.54183","0.54285","0.54285","0.54285"
"491","","","","0.45953","0.45953","0.45953","0.50113","0.50113","0.50113","0.54403","0.54403","0.54403"
"492","","","","0.43987","0.43987","0.43987","0.47641","0.47641","0.47641","0.49928","0.49928","0.49928"
"493","","","","0.44663","0.44663","0.44663","0.48664","0.48664","0.48664","0.50332","0.50332","0.50332"
"494","","","","0.43207","0.43207","0.43207","0.45114","0.45114","0.45114","0.50212","0.50212","0.50212"
"495","","","","0.42211","0.42211","0.42211","0.4676","0.4676","0.4676","0.46976","0.46976","0.46976"
"496","","","","0.41169","0.41169","0.41169","0.45385","0.45385","0.45385","0.47447","0.47447","0.47447"
"497","","","","0.41287","0.41287","0.41287","0.44722","0.44722","0.44722","0.47045","0.47045","0.47045"
"498","","","","0.42065","0.42065","0.42065","0.45371","0.45371","0.45371","0.48261","0.48261","0.48261"
"499","","","","0.41747","0.41747","0.41747","0.44401","0.44401","0.44401","0.48087","0.48087","0.48087"
"500","","","","0.42903","0.42903","0.42903","0.45241","0.45241","0.45241","0.49718","0.49718","0.49718"
