"Step","05072025_yolov11n_histEQ - train/cls_loss","05072025_yolov11n_histEQ - train/cls_loss__MIN","05072025_yolov11n_histEQ - train/cls_loss__MAX","05072025_yolov11s_histEQ2 - train/cls_loss","05072025_yolov11s_histEQ2 - train/cls_loss__MIN","05072025_yolov11s_histEQ2 - train/cls_loss__MAX","05072025_yolov11l_histEQ3 - train/cls_loss","05072025_yolov11l_histEQ3 - train/cls_loss__MIN","05072025_yolov11l_histEQ3 - train/cls_loss__MAX","04072025_yolov11m_histEQ - train/cls_loss","04072025_yolov11m_histEQ - train/cls_loss__MIN","04072025_yolov11m_histEQ - train/cls_loss__MAX"
"403","0.33005","0.33005","0.33005","0.35371","0.35371","0.35371","0.37315","0.37315","0.37315","0.3809","0.3809","0.3809"
"404","0.32659","0.32659","0.32659","0.35433","0.35433","0.35433","0.39413","0.39413","0.39413","0.38047","0.38047","0.38047"
"405","0.31965","0.31965","0.31965","0.34201","0.34201","0.34201","0.39494","0.39494","0.39494","0.38083","0.38083","0.38083"
"406","0.32855","0.32855","0.32855","0.3559","0.3559","0.3559","0.39003","0.39003","0.39003","0.39419","0.39419","0.39419"
"407","0.31916","0.31916","0.31916","0.34968","0.34968","0.34968","0.3796","0.3796","0.3796","0.39528","0.39528","0.39528"
"408","0.32478","0.32478","0.32478","0.35156","0.35156","0.35156","0.38121","0.38121","0.38121","0.3901","0.3901","0.3901"
"409","0.32068","0.32068","0.32068","0.34269","0.34269","0.34269","0.37352","0.37352","0.37352","0.36588","0.36588","0.36588"
"410","0.32138","0.32138","0.32138","0.34398","0.34398","0.34398","0.38241","0.38241","0.38241","0.38923","0.38923","0.38923"
"411","0.32788","0.32788","0.32788","0.35395","0.35395","0.35395","0.37746","0.37746","0.37746","0.37446","0.37446","0.37446"
"412","0.32635","0.32635","0.32635","0.34764","0.34764","0.34764","0.38731","0.38731","0.38731","0.39345","0.39345","0.39345"
"413","0.32229","0.32229","0.32229","0.34658","0.34658","0.34658","0.39111","0.39111","0.39111","0.35758","0.35758","0.35758"
"414","0.33186","0.33186","0.33186","0.34657","0.34657","0.34657","0.39187","0.39187","0.39187","0.36258","0.36258","0.36258"
"415","0.32385","0.32385","0.32385","0.35527","0.35527","0.35527","0.37228","0.37228","0.37228","0.38579","0.38579","0.38579"
"416","0.32924","0.32924","0.32924","0.36766","0.36766","0.36766","0.39055","0.39055","0.39055","0.3681","0.3681","0.3681"
"417","0.3249","0.3249","0.3249","0.35605","0.35605","0.35605","0.3825","0.3825","0.3825","0.37693","0.37693","0.37693"
"418","0.32495","0.32495","0.32495","0.36073","0.36073","0.36073","0.38828","0.38828","0.38828","0.37886","0.37886","0.37886"
"419","0.31452","0.31452","0.31452","0.34464","0.34464","0.34464","0.37008","0.37008","0.37008","0.36538","0.36538","0.36538"
"420","0.32991","0.32991","0.32991","0.35217","0.35217","0.35217","0.37665","0.37665","0.37665","0.3766","0.3766","0.3766"
"421","0.32451","0.32451","0.32451","0.35563","0.35563","0.35563","0.36466","0.36466","0.36466","0.37692","0.37692","0.37692"
"422","0.31019","0.31019","0.31019","0.33652","0.33652","0.33652","0.37418","0.37418","0.37418","0.38212","0.38212","0.38212"
"423","0.31444","0.31444","0.31444","0.33779","0.33779","0.33779","0.37486","0.37486","0.37486","0.36334","0.36334","0.36334"
"424","0.31183","0.31183","0.31183","0.33367","0.33367","0.33367","0.35981","0.35981","0.35981","0.36698","0.36698","0.36698"
"425","0.31624","0.31624","0.31624","0.34549","0.34549","0.34549","0.37157","0.37157","0.37157","0.3778","0.3778","0.3778"
"426","0.31544","0.31544","0.31544","0.33587","0.33587","0.33587","0.37811","0.37811","0.37811","0.36634","0.36634","0.36634"
"427","0.324","0.324","0.324","0.34987","0.34987","0.34987","0.39209","0.39209","0.39209","0.36186","0.36186","0.36186"
"428","0.31384","0.31384","0.31384","0.33782","0.33782","0.33782","0.36694","0.36694","0.36694","0.37549","0.37549","0.37549"
"429","0.31722","0.31722","0.31722","0.33487","0.33487","0.33487","0.37344","0.37344","0.37344","0.3714","0.3714","0.3714"
"430","0.30921","0.30921","0.30921","0.33208","0.33208","0.33208","0.36284","0.36284","0.36284","0.3691","0.3691","0.3691"
"431","0.30922","0.30922","0.30922","0.32888","0.32888","0.32888","0.3603","0.3603","0.3603","0.36026","0.36026","0.36026"
"432","0.31364","0.31364","0.31364","0.33691","0.33691","0.33691","0.36578","0.36578","0.36578","0.37598","0.37598","0.37598"
"433","0.30631","0.30631","0.30631","0.32826","0.32826","0.32826","0.36654","0.36654","0.36654","0.36497","0.36497","0.36497"
"434","0.30806","0.30806","0.30806","0.33482","0.33482","0.33482","0.36027","0.36027","0.36027","0.36583","0.36583","0.36583"
"435","0.31394","0.31394","0.31394","0.33778","0.33778","0.33778","0.38037","0.38037","0.38037","0.36253","0.36253","0.36253"
"436","0.30926","0.30926","0.30926","0.32765","0.32765","0.32765","0.35933","0.35933","0.35933","0.36741","0.36741","0.36741"
"437","0.30083","0.30083","0.30083","0.32502","0.32502","0.32502","0.36555","0.36555","0.36555","0.3696","0.3696","0.3696"
"438","0.30904","0.30904","0.30904","0.33281","0.33281","0.33281","0.372","0.372","0.372","0.3579","0.3579","0.3579"
"439","0.30835","0.30835","0.30835","0.33472","0.33472","0.33472","0.36599","0.36599","0.36599","0.35932","0.35932","0.35932"
"440","0.30671","0.30671","0.30671","0.33636","0.33636","0.33636","0.35638","0.35638","0.35638","0.35625","0.35625","0.35625"
"441","0.30317","0.30317","0.30317","0.32785","0.32785","0.32785","0.36604","0.36604","0.36604","0.36627","0.36627","0.36627"
"442","0.3047","0.3047","0.3047","0.33631","0.33631","0.33631","0.37539","0.37539","0.37539","0.35989","0.35989","0.35989"
"443","0.30586","0.30586","0.30586","0.32976","0.32976","0.32976","0.35886","0.35886","0.35886","0.36772","0.36772","0.36772"
"444","0.30093","0.30093","0.30093","0.32291","0.32291","0.32291","0.36216","0.36216","0.36216","0.35238","0.35238","0.35238"
"445","0.30526","0.30526","0.30526","0.33353","0.33353","0.33353","0.35791","0.35791","0.35791","0.36335","0.36335","0.36335"
"446","0.30103","0.30103","0.30103","0.32625","0.32625","0.32625","0.35474","0.35474","0.35474","0.36515","0.36515","0.36515"
"447","0.30246","0.30246","0.30246","0.32787","0.32787","0.32787","0.3643","0.3643","0.3643","0.35502","0.35502","0.35502"
"448","0.30255","0.30255","0.30255","0.32477","0.32477","0.32477","0.36643","0.36643","0.36643","0.35238","0.35238","0.35238"
"449","0.29011","0.29011","0.29011","0.31812","0.31812","0.31812","0.35972","0.35972","0.35972","0.3539","0.3539","0.3539"
"450","0.30428","0.30428","0.30428","0.32716","0.32716","0.32716","0.36905","0.36905","0.36905","0.35917","0.35917","0.35917"
"451","","","","0.31258","0.31258","0.31258","0.36281","0.36281","0.36281","0.3609","0.3609","0.3609"
"452","","","","0.32501","0.32501","0.32501","0.36255","0.36255","0.36255","0.36883","0.36883","0.36883"
"453","","","","0.32749","0.32749","0.32749","0.3579","0.3579","0.3579","0.36118","0.36118","0.36118"
"454","","","","0.30734","0.30734","0.30734","0.35422","0.35422","0.35422","0.36337","0.36337","0.36337"
"455","","","","0.31585","0.31585","0.31585","0.35978","0.35978","0.35978","0.35555","0.35555","0.35555"
"456","","","","0.32442","0.32442","0.32442","0.35359","0.35359","0.35359","0.34598","0.34598","0.34598"
"457","","","","0.31972","0.31972","0.31972","0.35613","0.35613","0.35613","0.35475","0.35475","0.35475"
"458","","","","0.3107","0.3107","0.3107","0.34686","0.34686","0.34686","0.35927","0.35927","0.35927"
"459","","","","0.32318","0.32318","0.32318","0.35279","0.35279","0.35279","0.34849","0.34849","0.34849"
"460","","","","0.32203","0.32203","0.32203","0.35813","0.35813","0.35813","0.34053","0.34053","0.34053"
"461","","","","0.31612","0.31612","0.31612","0.3459","0.3459","0.3459","0.36033","0.36033","0.36033"
"462","","","","0.31347","0.31347","0.31347","0.36029","0.36029","0.36029","0.35353","0.35353","0.35353"
"463","","","","0.31444","0.31444","0.31444","0.35597","0.35597","0.35597","0.36489","0.36489","0.36489"
"464","","","","0.3146","0.3146","0.3146","0.356","0.356","0.356","0.3494","0.3494","0.3494"
"465","","","","0.31432","0.31432","0.31432","0.36223","0.36223","0.36223","0.33541","0.33541","0.33541"
"466","","","","0.31304","0.31304","0.31304","0.35134","0.35134","0.35134","0.35254","0.35254","0.35254"
"467","","","","0.30411","0.30411","0.30411","0.34127","0.34127","0.34127","0.33189","0.33189","0.33189"
"468","","","","0.3148","0.3148","0.3148","0.34513","0.34513","0.34513","0.34083","0.34083","0.34083"
"469","","","","0.31467","0.31467","0.31467","0.35268","0.35268","0.35268","0.33876","0.33876","0.33876"
"470","","","","0.31169","0.31169","0.31169","0.34525","0.34525","0.34525","0.34356","0.34356","0.34356"
"471","","","","0.31824","0.31824","0.31824","0.3556","0.3556","0.3556","0.34322","0.34322","0.34322"
"472","","","","0.31631","0.31631","0.31631","0.34184","0.34184","0.34184","0.33181","0.33181","0.33181"
"473","","","","0.31589","0.31589","0.31589","0.34156","0.34156","0.34156","0.33958","0.33958","0.33958"
"474","","","","0.30751","0.30751","0.30751","0.33404","0.33404","0.33404","0.34357","0.34357","0.34357"
"475","","","","0.31327","0.31327","0.31327","0.34235","0.34235","0.34235","0.34143","0.34143","0.34143"
"476","","","","0.2956","0.2956","0.2956","0.33621","0.33621","0.33621","0.33021","0.33021","0.33021"
"477","","","","0.30459","0.30459","0.30459","0.32944","0.32944","0.32944","0.34062","0.34062","0.34062"
"478","","","","0.30762","0.30762","0.30762","0.3324","0.3324","0.3324","0.34438","0.34438","0.34438"
"479","","","","0.29444","0.29444","0.29444","0.32683","0.32683","0.32683","0.33761","0.33761","0.33761"
"480","","","","0.30902","0.30902","0.30902","0.34099","0.34099","0.34099","0.34279","0.34279","0.34279"
"481","","","","0.29848","0.29848","0.29848","0.33889","0.33889","0.33889","0.32786","0.32786","0.32786"
"482","","","","0.30358","0.30358","0.30358","0.33811","0.33811","0.33811","0.35437","0.35437","0.35437"
"483","","","","0.30699","0.30699","0.30699","0.35103","0.35103","0.35103","0.3546","0.3546","0.3546"
"484","","","","0.31245","0.31245","0.31245","0.32759","0.32759","0.32759","0.3185","0.3185","0.3185"
"485","","","","0.30165","0.30165","0.30165","0.32886","0.32886","0.32886","0.35158","0.35158","0.35158"
"486","","","","0.30177","0.30177","0.30177","0.33183","0.33183","0.33183","0.32695","0.32695","0.32695"
"487","","","","0.30246","0.30246","0.30246","0.33215","0.33215","0.33215","0.32964","0.32964","0.32964"
"488","","","","0.30793","0.30793","0.30793","0.33357","0.33357","0.33357","0.33506","0.33506","0.33506"
"489","","","","0.30773","0.30773","0.30773","0.32945","0.32945","0.32945","0.32653","0.32653","0.32653"
"490","","","","0.29974","0.29974","0.29974","0.32949","0.32949","0.32949","0.32886","0.32886","0.32886"
"491","","","","0.29641","0.29641","0.29641","0.29971","0.29971","0.29971","0.30745","0.30745","0.30745"
"492","","","","0.27768","0.27768","0.27768","0.28204","0.28204","0.28204","0.28036","0.28036","0.28036"
"493","","","","0.27668","0.27668","0.27668","0.28708","0.28708","0.28708","0.27911","0.27911","0.27911"
"494","","","","0.26861","0.26861","0.26861","0.26735","0.26735","0.26735","0.28235","0.28235","0.28235"
"495","","","","0.26642","0.26642","0.26642","0.27491","0.27491","0.27491","0.27184","0.27184","0.27184"
"496","","","","0.25748","0.25748","0.25748","0.26848","0.26848","0.26848","0.26959","0.26959","0.26959"
"497","","","","0.25871","0.25871","0.25871","0.26932","0.26932","0.26932","0.26244","0.26244","0.26244"
"498","","","","0.26964","0.26964","0.26964","0.27172","0.27172","0.27172","0.2731","0.2731","0.2731"
"499","","","","0.26148","0.26148","0.26148","0.26428","0.26428","0.26428","0.27757","0.27757","0.27757"
"500","","","","0.26656","0.26656","0.26656","0.2688","0.2688","0.2688","0.27954","0.27954","0.27954"
