"Step","05072025_yolov11n_histEQ - train/dfl_loss","05072025_yolov11n_histEQ - train/dfl_loss__MIN","05072025_yolov11n_histEQ - train/dfl_loss__MAX","05072025_yolov11s_histEQ2 - train/dfl_loss","05072025_yolov11s_histEQ2 - train/dfl_loss__MIN","05072025_yolov11s_histEQ2 - train/dfl_loss__MAX","05072025_yolov11l_histEQ3 - train/dfl_loss","05072025_yolov11l_histEQ3 - train/dfl_loss__MIN","05072025_yolov11l_histEQ3 - train/dfl_loss__MAX","04072025_yolov11m_histEQ - train/dfl_loss","04072025_yolov11m_histEQ - train/dfl_loss__MIN","04072025_yolov11m_histEQ - train/dfl_loss__MAX"
"405","1.13104","1.13104","1.13104","1.24272","1.24272","1.24272","1.30915","1.30915","1.30915","1.24386","1.24386","1.24386"
"406","1.12245","1.12245","1.12245","1.2331","1.2331","1.2331","1.29192","1.29192","1.29192","1.27169","1.27169","1.27169"
"407","1.11404","1.11404","1.11404","1.21387","1.21387","1.21387","1.25522","1.25522","1.25522","1.28937","1.28937","1.28937"
"408","1.10098","1.10098","1.10098","1.20568","1.20568","1.20568","1.26656","1.26656","1.26656","1.27966","1.27966","1.27966"
"409","1.11598","1.11598","1.11598","1.2151","1.2151","1.2151","1.26846","1.26846","1.26846","1.24202","1.24202","1.24202"
"410","1.11843","1.11843","1.11843","1.21909","1.21909","1.21909","1.30683","1.30683","1.30683","1.23176","1.23176","1.23176"
"411","1.12744","1.12744","1.12744","1.22829","1.22829","1.22829","1.26763","1.26763","1.26763","1.2379","1.2379","1.2379"
"412","1.11139","1.11139","1.11139","1.21407","1.21407","1.21407","1.29592","1.29592","1.29592","1.24742","1.24742","1.24742"
"413","1.11693","1.11693","1.11693","1.21946","1.21946","1.21946","1.30049","1.30049","1.30049","1.23972","1.23972","1.23972"
"414","1.12731","1.12731","1.12731","1.23038","1.23038","1.23038","1.30978","1.30978","1.30978","1.2575","1.2575","1.2575"
"415","1.11942","1.11942","1.11942","1.22908","1.22908","1.22908","1.27646","1.27646","1.27646","1.24784","1.24784","1.24784"
"416","1.12843","1.12843","1.12843","1.24402","1.24402","1.24402","1.2934","1.2934","1.2934","1.26631","1.26631","1.26631"
"417","1.11609","1.11609","1.11609","1.20632","1.20632","1.20632","1.27283","1.27283","1.27283","1.23092","1.23092","1.23092"
"418","1.11716","1.11716","1.11716","1.22671","1.22671","1.22671","1.30894","1.30894","1.30894","1.23288","1.23288","1.23288"
"419","1.11036","1.11036","1.11036","1.19745","1.19745","1.19745","1.25487","1.25487","1.25487","1.26471","1.26471","1.26471"
"420","1.11643","1.11643","1.11643","1.21222","1.21222","1.21222","1.29144","1.29144","1.29144","1.23543","1.23543","1.23543"
"421","1.1242","1.1242","1.1242","1.22624","1.22624","1.22624","1.26952","1.26952","1.26952","1.25805","1.25805","1.25805"
"422","1.09175","1.09175","1.09175","1.18739","1.18739","1.18739","1.26006","1.26006","1.26006","1.25178","1.25178","1.25178"
"423","1.10302","1.10302","1.10302","1.20432","1.20432","1.20432","1.2784","1.2784","1.2784","1.24259","1.24259","1.24259"
"424","1.09621","1.09621","1.09621","1.19821","1.19821","1.19821","1.25688","1.25688","1.25688","1.26195","1.26195","1.26195"
"425","1.10151","1.10151","1.10151","1.19759","1.19759","1.19759","1.25617","1.25617","1.25617","1.24202","1.24202","1.24202"
"426","1.10233","1.10233","1.10233","1.18447","1.18447","1.18447","1.26429","1.26429","1.26429","1.21463","1.21463","1.21463"
"427","1.10278","1.10278","1.10278","1.20575","1.20575","1.20575","1.27192","1.27192","1.27192","1.22955","1.22955","1.22955"
"428","1.10995","1.10995","1.10995","1.20057","1.20057","1.20057","1.2711","1.2711","1.2711","1.26017","1.26017","1.26017"
"429","1.11304","1.11304","1.11304","1.21688","1.21688","1.21688","1.25339","1.25339","1.25339","1.24664","1.24664","1.24664"
"430","1.10923","1.10923","1.10923","1.21188","1.21188","1.21188","1.27861","1.27861","1.27861","1.25719","1.25719","1.25719"
"431","1.10564","1.10564","1.10564","1.19558","1.19558","1.19558","1.26045","1.26045","1.26045","1.25097","1.25097","1.25097"
"432","1.10737","1.10737","1.10737","1.20696","1.20696","1.20696","1.26127","1.26127","1.26127","1.24746","1.24746","1.24746"
"433","1.10352","1.10352","1.10352","1.19789","1.19789","1.19789","1.25734","1.25734","1.25734","1.22217","1.22217","1.22217"
"434","1.10537","1.10537","1.10537","1.2108","1.2108","1.2108","1.26433","1.26433","1.26433","1.24697","1.24697","1.24697"
"435","1.10327","1.10327","1.10327","1.20881","1.20881","1.20881","1.26391","1.26391","1.26391","1.22318","1.22318","1.22318"
"436","1.09809","1.09809","1.09809","1.18734","1.18734","1.18734","1.23229","1.23229","1.23229","1.25213","1.25213","1.25213"
"437","1.08659","1.08659","1.08659","1.18608","1.18608","1.18608","1.2471","1.2471","1.2471","1.23666","1.23666","1.23666"
"438","1.10034","1.10034","1.10034","1.19379","1.19379","1.19379","1.26675","1.26675","1.26675","1.2408","1.2408","1.2408"
"439","1.08942","1.08942","1.08942","1.19627","1.19627","1.19627","1.25717","1.25717","1.25717","1.25775","1.25775","1.25775"
"440","1.11775","1.11775","1.11775","1.21347","1.21347","1.21347","1.25483","1.25483","1.25483","1.23779","1.23779","1.23779"
"441","1.09066","1.09066","1.09066","1.1922","1.1922","1.1922","1.23598","1.23598","1.23598","1.25738","1.25738","1.25738"
"442","1.10589","1.10589","1.10589","1.21809","1.21809","1.21809","1.26791","1.26791","1.26791","1.23681","1.23681","1.23681"
"443","1.10042","1.10042","1.10042","1.2073","1.2073","1.2073","1.2632","1.2632","1.2632","1.24313","1.24313","1.24313"
"444","1.08855","1.08855","1.08855","1.18586","1.18586","1.18586","1.24211","1.24211","1.24211","1.22173","1.22173","1.22173"
"445","1.09041","1.09041","1.09041","1.183","1.183","1.183","1.25108","1.25108","1.25108","1.24971","1.24971","1.24971"
"446","1.08431","1.08431","1.08431","1.17979","1.17979","1.17979","1.26663","1.26663","1.26663","1.24722","1.24722","1.24722"
"447","1.08345","1.08345","1.08345","1.17646","1.17646","1.17646","1.25724","1.25724","1.25724","1.22487","1.22487","1.22487"
"448","1.08852","1.08852","1.08852","1.19971","1.19971","1.19971","1.26453","1.26453","1.26453","1.21011","1.21011","1.21011"
"449","1.08403","1.08403","1.08403","1.1738","1.1738","1.1738","1.24391","1.24391","1.24391","1.25083","1.25083","1.25083"
"450","1.09108","1.09108","1.09108","1.18831","1.18831","1.18831","1.25698","1.25698","1.25698","1.21606","1.21606","1.21606"
"451","","","","1.17827","1.17827","1.17827","1.24854","1.24854","1.24854","1.25794","1.25794","1.25794"
"452","","","","1.19531","1.19531","1.19531","1.25865","1.25865","1.25865","1.2281","1.2281","1.2281"
"453","","","","1.18057","1.18057","1.18057","1.23903","1.23903","1.23903","1.21685","1.21685","1.21685"
"454","","","","1.17141","1.17141","1.17141","1.22305","1.22305","1.22305","1.23585","1.23585","1.23585"
"455","","","","1.1616","1.1616","1.1616","1.23534","1.23534","1.23534","1.23356","1.23356","1.23356"
"456","","","","1.17619","1.17619","1.17619","1.25644","1.25644","1.25644","1.2524","1.2524","1.2524"
"457","","","","1.17665","1.17665","1.17665","1.235","1.235","1.235","1.24276","1.24276","1.24276"
"458","","","","1.16672","1.16672","1.16672","1.25061","1.25061","1.25061","1.22704","1.22704","1.22704"
"459","","","","1.18207","1.18207","1.18207","1.24245","1.24245","1.24245","1.20458","1.20458","1.20458"
"460","","","","1.185","1.185","1.185","1.22763","1.22763","1.22763","1.20243","1.20243","1.20243"
"461","","","","1.18851","1.18851","1.18851","1.22878","1.22878","1.22878","1.22362","1.22362","1.22362"
"462","","","","1.16563","1.16563","1.16563","1.24687","1.24687","1.24687","1.23474","1.23474","1.23474"
"463","","","","1.1836","1.1836","1.1836","1.23265","1.23265","1.23265","1.24195","1.24195","1.24195"
"464","","","","1.16648","1.16648","1.16648","1.26359","1.26359","1.26359","1.22182","1.22182","1.22182"
"465","","","","1.17222","1.17222","1.17222","1.24409","1.24409","1.24409","1.20423","1.20423","1.20423"
"466","","","","1.177","1.177","1.177","1.24279","1.24279","1.24279","1.2166","1.2166","1.2166"
"467","","","","1.14494","1.14494","1.14494","1.21827","1.21827","1.21827","1.20454","1.20454","1.20454"
"468","","","","1.18673","1.18673","1.18673","1.22613","1.22613","1.22613","1.21545","1.21545","1.21545"
"469","","","","1.18273","1.18273","1.18273","1.23749","1.23749","1.23749","1.19745","1.19745","1.19745"
"470","","","","1.17561","1.17561","1.17561","1.2397","1.2397","1.2397","1.2023","1.2023","1.2023"
"471","","","","1.18562","1.18562","1.18562","1.25866","1.25866","1.25866","1.19939","1.19939","1.19939"
"472","","","","1.18161","1.18161","1.18161","1.22939","1.22939","1.22939","1.21205","1.21205","1.21205"
"473","","","","1.19309","1.19309","1.19309","1.23328","1.23328","1.23328","1.2111","1.2111","1.2111"
"474","","","","1.14603","1.14603","1.14603","1.20833","1.20833","1.20833","1.21064","1.21064","1.21064"
"475","","","","1.16175","1.16175","1.16175","1.21987","1.21987","1.21987","1.1977","1.1977","1.1977"
"476","","","","1.14149","1.14149","1.14149","1.21192","1.21192","1.21192","1.19827","1.19827","1.19827"
"477","","","","1.16198","1.16198","1.16198","1.2201","1.2201","1.2201","1.19928","1.19928","1.19928"
"478","","","","1.15589","1.15589","1.15589","1.22465","1.22465","1.22465","1.22441","1.22441","1.22441"
"479","","","","1.12994","1.12994","1.12994","1.18839","1.18839","1.18839","1.23542","1.23542","1.23542"
"480","","","","1.16267","1.16267","1.16267","1.21739","1.21739","1.21739","1.19932","1.19932","1.19932"
"481","","","","1.16092","1.16092","1.16092","1.22182","1.22182","1.22182","1.18789","1.18789","1.18789"
"482","","","","1.16558","1.16558","1.16558","1.21332","1.21332","1.21332","1.2007","1.2007","1.2007"
"483","","","","1.15694","1.15694","1.15694","1.21472","1.21472","1.21472","1.24059","1.24059","1.24059"
"484","","","","1.16045","1.16045","1.16045","1.19386","1.19386","1.19386","1.20965","1.20965","1.20965"
"485","","","","1.14572","1.14572","1.14572","1.19973","1.19973","1.19973","1.19121","1.19121","1.19121"
"486","","","","1.14929","1.14929","1.14929","1.21557","1.21557","1.21557","1.18939","1.18939","1.18939"
"487","","","","1.15619","1.15619","1.15619","1.21036","1.21036","1.21036","1.19534","1.19534","1.19534"
"488","","","","1.17129","1.17129","1.17129","1.20334","1.20334","1.20334","1.21759","1.21759","1.21759"
"489","","","","1.16556","1.16556","1.16556","1.19847","1.19847","1.19847","1.18037","1.18037","1.18037"
"490","","","","1.16401","1.16401","1.16401","1.21726","1.21726","1.21726","1.19579","1.19579","1.19579"
"491","","","","1.13639","1.13639","1.13639","1.19647","1.19647","1.19647","1.17471","1.17471","1.17471"
"492","","","","1.11814","1.11814","1.11814","1.17098","1.17098","1.17098","1.14687","1.14687","1.14687"
"493","","","","1.13105","1.13105","1.13105","1.17916","1.17916","1.17916","1.13348","1.13348","1.13348"
"494","","","","1.10762","1.10762","1.10762","1.16337","1.16337","1.16337","1.12774","1.12774","1.12774"
"495","","","","1.09697","1.09697","1.09697","1.16605","1.16605","1.16605","1.1356","1.1356","1.1356"
"496","","","","1.09667","1.09667","1.09667","1.14045","1.14045","1.14045","1.13853","1.13853","1.13853"
"497","","","","1.10768","1.10768","1.10768","1.15394","1.15394","1.15394","1.13664","1.13664","1.13664"
"498","","","","1.11237","1.11237","1.11237","1.1375","1.1375","1.1375","1.15361","1.15361","1.15361"
"499","","","","1.10027","1.10027","1.10027","1.13976","1.13976","1.13976","1.12153","1.12153","1.12153"
"500","","","","1.10604","1.10604","1.10604","1.15088","1.15088","1.15088","1.13512","1.13512","1.13512"
